,user_id,item_id,rating,timestamp
136,293,471,3,888904884
137,216,658,3,880245029
138,250,140,3,878092059
139,59,23,5,888205300
140,286,379,5,877533771
141,244,815,4,880605185
142,7,479,4,891352010
143,174,368,1,886434402
144,87,274,4,879876734
145,194,1211,2,879551380
146,82,1134,2,884714402
147,13,836,2,882139746
148,13,272,4,884538403
149,244,756,2,880605157
150,305,427,5,886323090
151,95,787,2,888954930
152,43,14,2,883955745
153,299,955,4,889502823
154,57,419,3,883698454
155,84,405,3,883452363
156,269,504,4,891449922
157,299,111,3,877878184
158,194,466,4,879525876
159,160,135,4,876860807
160,99,268,3,885678247
161,10,486,4,877886846
162,259,117,4,874724988
163,85,427,3,879456350
164,303,919,4,879467295
165,213,273,5,878870987
166,121,514,3,891387947
167,90,98,5,891383204
168,49,559,2,888067405
169,42,794,3,881108425
170,155,323,2,879371261
171,68,117,4,876973939
172,172,177,4,875537965
173,19,4,4,885412840
174,268,231,4,875744136
175,5,2,3,875636053
176,305,117,2,886324028
177,44,294,4,883612356
178,43,137,4,875975656
179,279,1336,1,875298353
180,80,466,5,887401701
181,254,164,4,886472768
182,298,281,3,884183336
183,279,1240,1,892174404
184,66,298,4,883601324
185,18,443,3,880130193
186,268,1035,2,875542174
187,99,79,4,885680138
188,13,98,4,881515011
189,26,258,3,891347949
190,7,455,4,891353086
191,222,755,4,878183481
192,200,673,5,884128554
193,119,328,4,876923913
194,213,172,5,878955442
195,276,322,3,874786392
196,94,1217,3,891723086
197,130,379,4,875801662
198,38,328,4,892428688
199,160,719,3,876857977
200,293,1267,3,888906966
201,26,930,2,891385985
202,130,216,4,875216545
203,92,1079,3,886443455
204,256,452,4,882164999
205,1,61,4,878542420
206,72,48,4,880036718
207,56,755,3,892910207
208,13,360,4,882140926
209,15,405,2,879455957
210,92,77,3,875654637
211,207,476,2,884386343
212,292,174,5,881105481
213,232,483,5,888549622
214,251,748,2,886272175
215,224,26,3,888104153
216,181,220,4,878962392
217,259,255,4,874724710
218,305,471,4,886323648
219,52,280,3,882922806
220,161,202,5,891170769
221,148,408,5,877399018
222,125,235,2,892838559
223,97,228,5,884238860
224,58,1098,4,884304936
225,83,234,4,887665548
226,90,347,4,891383319
227,272,178,5,879455113
228,194,181,3,879521396
229,125,478,4,879454628
230,110,688,1,886987605
231,299,14,4,877877775
232,151,10,5,879524921
233,269,127,4,891446165
234,6,14,5,883599249
235,54,106,3,880937882
236,303,69,5,879467542
237,16,944,1,877727122
238,301,790,4,882078621
239,276,1091,3,874793035
240,305,214,2,886323068
241,194,1028,2,879541148
242,91,323,2,891438397
243,87,554,4,879875940
244,294,109,4,877819599
245,286,171,4,877531791
246,200,318,5,884128458
247,229,328,1,891632142
248,178,568,4,882826555
249,303,842,2,879484804
250,62,65,4,879374686
251,207,591,3,876018608
252,92,172,4,875653271
253,301,401,4,882078040
254,36,339,5,882157581
255,70,746,3,884150257
256,63,242,3,875747190
257,28,201,3,881961671
258,279,68,4,875307407
259,250,7,4,878089716
260,14,98,3,890881335
261,299,1018,3,889502324
262,194,54,3,879525876
263,303,815,3,879485532
264,119,237,5,874775038
265,295,218,5,879966498
266,268,930,2,875742942
267,268,2,2,875744173
268,66,258,4,883601089
269,233,202,5,879394264
270,83,623,4,880308578
271,214,334,3,891542540
272,192,476,2,881368243
273,100,344,4,891374868
274,268,145,1,875744501
275,301,56,4,882076587
276,307,89,5,879283786
277,234,141,3,892334609
278,83,576,4,880308755
279,181,264,2,878961624
280,297,133,4,875240090
281,38,153,5,892430369
282,7,382,4,891352093
283,264,813,4,886122952
284,181,872,1,878961814
285,201,146,1,884140579
286,85,507,4,879456199
287,269,367,3,891450023
288,59,468,3,888205855
289,286,143,4,889651549
290,193,96,1,889124507
291,113,595,5,875936424
292,292,11,5,881104093
293,130,1014,3,876250718
294,275,98,4,875155140
295,189,520,5,893265380
296,219,82,1,889452455
297,218,209,5,877488546
298,123,427,3,879873020
299,119,222,5,874775311
300,158,177,4,880134407
301,222,118,4,877563802
302,302,322,2,879436875
303,279,501,3,875308843
304,301,79,5,882076403
305,181,3,2,878963441
306,201,695,1,884140115
307,13,198,3,881515193
308,1,189,3,888732928
309,145,237,5,875270570
310,23,385,4,874786462
311,201,767,4,884114505
312,296,705,5,884197193
313,42,546,3,881105817
314,33,872,3,891964230
315,301,554,3,882078830
316,16,64,5,877720297
317,95,135,3,879197562
318,154,357,4,879138713
319,77,484,5,884733766
320,296,508,5,884196584
321,302,303,2,879436785
322,244,673,3,880606667
323,222,77,4,878183616
324,13,215,5,882140588
325,16,705,5,877722736
326,270,452,4,876956264
327,145,15,2,875270655
328,187,64,5,879465631
329,200,304,5,876041644
330,170,749,5,887646170
331,101,829,3,877136138
332,184,218,3,889909840
333,128,204,4,879967478
334,181,1295,1,878961781
335,184,153,3,889911285
336,1,33,4,878542699
337,1,160,4,875072547
338,184,321,5,889906967
339,54,595,3,880937813
340,94,343,4,891725009
341,128,508,4,879967767
342,23,323,2,874784266
343,301,227,3,882077222
344,301,191,3,882075672
345,112,903,1,892440172
346,82,183,3,878769848
347,222,724,3,878181976
348,218,430,3,877488316
349,308,1197,4,887739521
350,303,134,5,879467959
351,133,751,3,890588547
352,215,212,2,891435680
353,69,256,5,882126156
354,254,662,4,887347350
355,276,2,4,874792436
356,104,984,1,888442575
357,63,1067,3,875747514
358,267,410,4,878970785
359,13,56,5,881515011
360,240,879,3,885775745
361,286,237,2,875806800
362,294,271,5,889241426
363,90,1086,4,891384424
364,18,26,4,880129731
365,92,229,3,875656201
366,308,649,4,887739292
367,144,89,3,888105691
368,191,302,4,891560253
369,59,951,3,888206409
370,200,96,5,884129409
371,16,197,5,877726146
372,61,678,3,892302309
373,271,199,4,885848448
374,271,709,3,885849325
375,142,169,5,888640356
376,275,597,3,876197678
377,222,151,3,878182109
378,87,40,3,879876917
379,207,258,4,877879172
380,272,1393,2,879454663
381,177,333,4,880130397
382,207,1115,2,879664906
383,299,577,3,889503806
384,271,378,4,885849447
385,305,425,4,886324486
386,49,959,2,888068912
387,94,1224,3,891722802
388,130,1017,3,874953895
389,10,175,3,877888677
390,203,321,3,880433418
391,191,286,4,891560842
392,43,323,3,875975110
393,21,558,5,874951695
394,197,96,5,891409839
395,13,344,2,888073635
396,194,66,3,879527264
397,234,206,4,892334543
398,308,402,4,887740700
399,308,640,4,887737036
400,269,522,5,891447773
401,94,265,4,891721889
402,268,62,3,875310824
403,272,12,5,879455254
404,121,291,3,891390477
405,296,20,5,884196921
406,134,286,3,891732334
407,180,462,5,877544218
408,234,612,3,892079140
409,104,117,2,888465972
410,38,758,1,892434626
411,269,845,1,891456255
412,7,163,4,891353444
413,234,1451,3,892078343
414,275,405,2,876197645
415,52,250,3,882922661
416,102,823,3,888801465
417,13,186,4,890704999
418,178,731,4,882827532
419,236,71,3,890116671
420,256,781,5,882165296
421,263,176,5,891299752
422,244,186,3,880605697
423,279,1181,4,875314001
424,43,815,4,883956189
425,83,78,2,880309089
426,151,197,5,879528710
427,254,436,2,886474216
428,109,631,3,880579371
429,297,716,3,875239422
430,249,188,4,879641067
431,144,699,4,888106106
432,301,604,4,882075994
433,64,392,3,889737542
434,92,501,2,875653665
435,222,97,4,878181739
436,268,436,3,875310745
437,293,135,5,888905550
438,213,173,5,878955442
439,160,460,2,876861185
440,13,498,4,882139901
441,59,715,5,888205921
442,5,17,4,875636198
443,125,163,5,879454956
444,174,315,5,886432749
445,114,505,3,881260203
446,213,515,4,878870518
447,23,196,2,874786926
448,128,15,4,879968827
449,239,56,4,889179478
450,181,279,1,878962955
451,291,80,4,875086354
452,250,238,4,878089963
453,201,649,3,884114275
454,60,60,5,883327734
455,181,325,2,878961814
456,119,407,3,887038665
457,287,1,5,875334088
458,216,228,3,880245642
459,216,531,4,880233810
460,203,471,4,880434463
461,92,587,3,875660408
462,13,892,3,882774224
463,213,176,4,878956338
464,286,288,5,875806672
465,117,1047,2,881009697
466,99,111,1,885678886
467,11,558,3,891904214
468,65,47,2,879216672
469,295,194,4,879517412
470,269,217,2,891451610
471,85,259,2,881705026
472,250,596,5,878089921
473,137,144,5,881433689
474,201,960,2,884112077
475,257,137,4,882049932
476,111,328,4,891679939
477,91,480,4,891438875
478,215,211,4,891436202
479,181,938,1,878961586
480,189,1060,5,893264301
481,1,20,4,887431883
482,303,404,4,879468375
483,299,305,3,879737314
484,187,210,4,879465242
485,222,278,2,877563913
486,214,568,4,892668197
487,293,770,3,888906655
488,285,191,4,890595859
489,303,252,3,879544791
490,96,156,4,884402860
491,72,1110,3,880037334
492,115,1067,4,881171009
493,7,430,3,891352178
494,116,350,3,886977926
495,73,480,4,888625753
496,269,246,5,891457067
497,263,419,5,891299514
498,70,431,3,884150257
499,221,475,4,875244204
500,72,182,5,880036515
501,25,357,4,885852757
502,290,50,5,880473582
503,189,526,4,893266205
504,299,303,3,877618584
505,264,294,3,886121516
506,200,365,5,884129962
507,187,135,4,879465653
508,184,187,4,889909024
509,63,289,2,875746985
510,13,229,4,882397650
511,298,486,3,884183063
512,235,185,4,889655435
513,62,712,4,879376178
514,246,94,2,884923505
515,54,742,5,880934806
516,63,762,3,875747688
517,11,732,3,891904596
518,92,168,4,875653723
519,8,550,3,879362356
520,307,174,4,879283480
521,303,200,4,879468459
522,256,849,2,882164603
523,72,54,3,880036854
524,164,406,2,889402389
525,117,150,4,880125101
526,224,77,4,888103872
527,193,869,3,889127811
528,94,184,2,891720862
529,281,338,2,881200457
530,130,109,3,874953794
531,128,371,1,879966954
532,94,720,1,891723593
533,182,845,3,885613067
534,129,873,1,883245452
535,254,229,4,886474580
536,64,381,4,879365491
537,151,176,2,879524293
538,45,25,4,881014015
539,193,879,3,889123257
540,276,922,4,889174849
541,276,57,3,874787526
542,234,187,4,892079140
543,181,306,1,878962006
544,21,370,1,874951293
545,293,249,3,888905229
546,264,721,5,886123656
547,10,611,5,877886722
548,197,346,3,891409070
549,276,142,3,874792945
550,308,427,4,887736584
551,221,943,4,875246759
552,131,126,4,883681514
553,268,824,2,876518557
554,109,8,3,880572642
555,198,58,3,884208173
556,230,680,4,880484286
557,181,741,1,878962918
558,192,1061,4,881368891
559,234,448,3,892335501
560,90,900,4,891382309
561,193,941,4,889124890
562,128,603,5,879966839
563,126,905,2,887855283
564,244,265,4,880606634
565,90,289,3,891382310
566,157,25,3,886890787
567,305,71,3,886323684
568,119,382,5,874781742
569,21,222,2,874951382
570,231,181,4,888605273
571,280,508,3,891700453
572,288,132,3,886374129
573,279,1497,2,890780576
574,301,33,4,882078228
575,72,699,3,880036783
576,90,259,2,891382392
577,308,55,3,887738760
578,59,742,3,888203053
579,94,744,4,891721462
580,130,642,4,875216933
581,26,1015,3,891352136
582,56,121,5,892679480
583,82,508,2,884714249
584,62,12,4,879373613
585,276,40,3,874791871
586,181,1015,1,878963121
587,152,301,3,880147407
588,178,845,4,882824291
589,217,597,4,889070087
590,79,303,4,891271203
591,138,484,4,879024127
592,308,81,5,887737293
593,75,284,2,884050393
594,269,198,4,891447062
595,307,94,3,877122695
596,222,781,3,881059677
597,121,740,3,891390544
598,269,22,1,891448072
599,13,864,4,882141924
600,230,742,5,880485043
601,269,507,4,891448800
602,239,1099,5,889179253
603,245,1028,5,888513447
604,56,546,3,892679460
605,295,961,5,879519556
606,271,1028,2,885848102
607,222,812,2,881059117
608,69,240,3,882126156
609,10,7,4,877892210
610,22,376,3,878887112
611,294,931,3,889242857
612,82,717,1,884714492
613,279,399,4,875313859
614,269,234,1,891449406
615,6,98,5,883600680
616,243,1039,4,879988184
617,298,181,4,884125629
618,282,325,1,881703044
619,78,323,1,879633567
620,118,200,5,875384647
621,283,1114,5,879297545
622,171,292,4,891034835
623,70,217,4,884151119
624,10,100,5,877891747
625,245,181,4,888513664
626,107,333,3,891264267
627,246,561,1,884923445
628,13,901,1,883670672
629,276,70,4,874790826
630,244,17,2,880607205
631,189,56,5,893265263
632,226,242,5,883888671
633,62,1016,4,879373008
634,276,417,4,874792907
635,214,478,4,891544052
636,306,235,4,876504354
637,222,26,3,878183043
638,280,631,5,891700751
639,60,430,5,883326122
640,56,71,4,892683275
641,42,274,5,881105817
642,1,202,5,875072442
643,13,809,4,882397582
644,173,289,4,877556988
645,15,749,1,879455311
646,185,23,4,883524249
647,280,540,3,891702304
648,244,381,4,880604077
649,150,293,4,878746946
650,7,497,4,891352134
651,178,317,4,882826915
652,178,742,3,882823833
653,95,1217,3,880572658
654,234,1462,3,892333865
655,97,222,5,884238887
656,109,127,2,880563471
657,117,268,5,880124306
658,269,705,2,891448850
659,130,1246,3,876252497
660,264,655,4,886123530
661,207,13,3,875506839
662,42,588,5,881108147
663,246,409,2,884923372
664,87,367,4,879876702
665,101,304,3,877135677
666,256,127,4,882164406
667,92,794,3,875654798
668,181,762,2,878963418
669,213,235,1,878955115
670,92,739,2,876175582
671,292,661,5,881105561
672,246,665,4,884922831
673,274,845,5,878945579
674,188,692,5,875072583
675,18,86,4,880129731
676,5,439,1,878844423
677,236,632,3,890116254
678,193,407,4,889127921
679,144,709,4,888105940
680,90,1198,5,891383866
681,48,609,4,879434819
682,5,225,2,875635723
683,22,128,5,878887983
684,311,432,4,884365485
685,8,22,5,879362183
686,276,188,4,874792547
687,222,173,5,878183043
688,72,866,4,880035887
689,299,134,4,878192311
690,1,171,5,889751711
691,308,295,3,887741461
692,165,216,4,879525778
693,222,49,3,878183512
694,181,121,4,878962623
695,200,11,5,884129542
696,234,626,4,892336358
697,244,707,4,880606243
698,90,25,5,891384789
699,208,216,5,883108324
700,263,96,4,891298336
701,134,323,4,891732335
702,279,586,4,892864663
703,2,292,4,888550774
704,288,593,2,886892127
705,49,302,4,888065432
706,286,153,5,877531406
707,205,304,3,888284313
708,22,80,4,878887227
709,234,318,4,892078890
710,223,328,3,891548959
711,15,25,3,879456204
712,268,147,4,876514002
713,94,1220,3,891722678
714,274,405,4,878945840
715,7,492,5,891352010
716,268,217,2,875744501
717,16,55,5,877717956
718,164,620,3,889402298
719,290,161,4,880474293
720,92,515,4,875640800
721,239,1070,5,889179032
722,56,449,5,892679308
723,248,234,4,884534968
724,234,10,3,891227851
725,280,1049,2,891702486
726,308,187,5,887738760
727,276,64,5,874787441
728,192,948,3,881368302
729,122,509,4,879270511
730,85,588,3,880838306
731,262,931,2,879790874
732,201,272,3,886013700
733,181,870,2,878962623
734,295,739,4,879518319
735,263,568,4,891299387
736,295,39,4,879518279
737,201,1100,4,884112800
738,93,820,3,888705966
739,159,1028,5,880557539
740,158,665,2,880134532
741,293,423,3,888906070
742,82,597,3,878768882
743,276,181,5,874786488
744,13,823,5,882397833
745,217,2,3,889069782
746,83,660,4,880308256
747,189,20,5,893264466
748,222,796,4,878183684
749,146,1022,5,891458193
750,267,121,3,878970681
751,126,294,3,887855087
752,181,1060,1,878962675
753,125,80,4,892838865
754,43,120,4,884029430
755,13,780,1,882142057
756,253,259,2,891628883
757,42,44,3,881108548
758,77,518,4,884753202
759,291,686,5,874835165
760,268,21,3,875742822
761,262,28,3,879792220
762,234,81,3,892334680
763,29,245,3,882820803
764,236,57,5,890116575
765,158,729,3,880133116
766,156,661,4,888185947
767,232,52,5,888550130
768,168,866,5,884287927
769,37,288,4,880915258
770,141,245,3,884584426
771,235,230,4,889655162
772,102,70,3,888803537
773,77,172,3,884752562
774,90,506,5,891383319
775,186,566,5,879023663
776,44,660,5,878347915
777,118,774,5,875385198
778,7,661,5,891351624
779,49,1003,2,888068651
780,62,68,1,879374969
781,42,1028,4,881106072
782,178,433,4,882827834
783,85,51,2,879454782
784,77,474,5,884732407
785,58,1099,2,892243079
786,56,1047,4,892911290
787,197,688,1,891409564
788,286,99,4,878141681
789,90,258,3,891382121
790,181,1288,1,878962349
791,295,190,4,879517062
792,224,69,4,888082495
793,272,317,4,879454977
794,221,1010,3,875246662
795,66,877,1,883601089
796,207,318,5,877124871
797,234,487,3,892079237
798,7,648,5,891351653
799,87,82,5,879875774
800,195,1052,1,877835102
801,44,449,5,883613334
802,306,287,4,876504442
803,194,172,3,879521474
804,94,62,3,891722933
805,167,659,4,892738277
806,108,100,4,879879720
807,230,304,5,880484286
808,181,927,1,878962675
809,54,302,4,880928519
810,90,22,4,891384357
811,181,696,2,878962997
812,286,357,4,877531537
813,14,269,4,892242403
814,311,179,2,884365357
815,92,121,5,875640679
816,21,440,1,874951798
817,244,550,1,880602264
818,181,405,4,878962919
819,65,806,4,879216529
820,37,540,2,880916070
821,44,443,5,878348289
822,244,183,4,880606043
823,1,265,4,878542441
824,270,25,5,876954456
825,299,387,2,889502756
826,94,572,3,891723883
827,286,746,4,877533058
828,239,272,5,889181247
829,216,55,5,880245145
830,254,121,3,886472369
831,62,665,2,879376483
832,178,385,4,882826982
833,194,23,4,879522819
834,268,955,3,875745160
835,188,143,5,875072674
836,276,294,4,874786366
837,158,1098,4,880135069
838,207,845,3,881681663
839,161,48,1,891170745
840,305,654,4,886323937
841,47,324,3,879439078
842,64,736,4,889739212
843,191,751,3,891560753
844,7,378,5,891353011
845,59,92,5,888204997
846,69,268,5,882027109
847,10,461,3,877888944
848,21,129,4,874951382
849,58,9,4,884304328
850,194,152,3,879549996
851,7,200,5,891353543
852,113,126,5,875076827
853,173,328,5,877557028
854,95,233,4,879196354
855,16,194,5,877720733
856,59,323,4,888206809
857,311,654,3,884365075
858,292,589,4,881105516
859,43,203,4,883955224
860,79,50,4,891271545
861,235,70,5,889655619
862,125,190,5,892836309
863,284,322,3,885329671
864,303,161,5,879468547
865,254,378,3,886474396
866,255,1034,1,883217030
867,104,301,2,888442275
868,90,923,5,891383912
869,6,463,4,883601713
870,279,122,1,875297433
871,286,298,4,875807004
872,222,448,3,878183565
873,297,57,5,875239383
874,42,625,3,881108873
875,130,1217,4,875801778
876,254,357,3,886472466
877,109,475,1,880563641
878,230,1444,2,880485726
879,244,310,3,880601905
880,6,301,2,883600406
881,36,748,4,882157285
882,256,443,3,882164727
883,102,515,1,888801316
884,104,285,4,888465201
885,21,447,5,874951695
886,111,301,4,891680028
887,18,408,5,880129628
888,25,222,4,885852817
889,110,944,3,886989501
890,270,98,5,876955868
891,68,237,5,876974133
892,83,215,4,880307940
893,6,258,2,883268278
894,89,216,5,879459859
895,128,317,4,879968029
896,305,512,4,886323525
897,184,412,2,889912691
898,286,175,5,877532470
899,279,1428,3,888465209
900,256,86,5,882165103
901,221,48,5,875245462
902,140,332,3,879013617
903,190,977,2,891042938
904,11,227,3,891905896
905,201,203,5,884114471
906,150,181,5,878746685
907,126,245,3,887854726
908,20,208,2,879669401
909,144,742,4,888104122
910,181,930,1,878963275
911,109,566,4,880578814
912,85,1065,3,879455021
913,213,133,3,878955973
914,222,379,1,878184290
915,223,11,3,891550649
916,215,421,4,891435704
917,218,208,3,877488366
918,174,937,5,886432989
919,275,186,3,880314383
920,68,742,1,876974198
921,268,583,4,876513830
922,160,462,4,876858346
923,195,273,4,878019342
924,224,178,4,888082468
925,5,110,1,875636493
926,99,1016,5,885678724
927,2,251,5,888552084
928,292,9,4,881104148
929,72,568,4,880037203
930,85,228,3,882813248
931,83,281,5,880307072
932,92,831,2,886443708
933,7,543,3,891351772
934,87,401,2,879876813
935,287,926,4,875334340
936,1,155,2,878542201
937,234,632,2,892079538
938,222,53,5,878184113
939,24,64,5,875322758
940,7,554,3,891354639
941,82,56,3,878769410
942,161,318,3,891170824
943,196,393,4,881251863
944,56,91,4,892683275
945,82,477,3,876311344
946,7,472,2,891353357
947,256,761,4,882164644
948,226,56,4,883889102
949,279,741,5,875296891
950,308,1286,3,887738151
951,16,8,5,877722736
952,180,202,3,877128388
953,203,93,4,880434940
954,145,56,5,875271896
955,288,305,4,886372527
956,84,742,3,883450643
957,44,644,3,878347818
958,17,13,3,885272654
959,313,117,4,891015319
960,148,1,4,877019411
961,197,347,4,891409070
962,21,164,5,874951695
963,279,982,3,875298314
964,239,491,5,889181015
965,185,287,5,883526288
966,297,89,4,875239125
967,303,68,4,879467361
968,186,250,1,879023607
969,73,206,3,888625754
970,104,756,2,888465739
971,94,216,3,885870665
972,239,194,5,889178833
973,197,511,5,891409839
974,280,1,4,891700426
975,1,117,3,874965739
976,224,583,1,888103729
977,303,397,1,879543831
978,60,162,4,883327734
979,198,258,4,884204501
980,239,513,5,889178887
981,6,69,3,883601277
982,233,375,4,876374419
983,85,642,4,882995615
984,110,38,3,886988574
985,184,522,3,889908462
986,99,873,1,885678436
987,13,418,2,882398763
988,201,518,4,884112201
989,13,858,1,882397068
990,214,131,3,891544465
991,296,228,4,884197264
992,222,87,3,878182589
993,279,725,4,875314144
994,217,182,2,889070109
995,85,433,3,879828720
996,239,234,3,889178762
997,13,72,4,882141727
998,194,77,3,879527421
999,208,663,5,883108476
1000,109,178,3,880572950
1001,230,172,4,880484523
1002,59,485,2,888204466
1003,313,478,3,891014373
1004,70,1133,3,884151344
1005,62,182,5,879375169
1006,198,234,3,884207833
1007,65,125,4,879217509
1008,174,660,5,886514261
1009,90,12,5,891383241
1010,130,1248,3,880396702
1011,100,354,2,891375260
1012,283,432,5,879297965
1013,275,418,3,875154718
1014,311,98,5,884364502
1015,195,751,4,883295500
1016,130,105,4,876251160
1017,269,252,1,891456350
1018,286,73,5,877532965
1019,7,623,3,891354217
1020,56,222,5,892679439
1021,210,204,5,887730676
1022,239,9,5,889180446
1023,96,87,4,884403531
1024,297,73,2,875239691
1025,249,239,3,879572284
1026,94,860,2,891723706
1027,84,121,4,883452307
1028,275,265,4,880314031
1029,135,1046,3,879858003
1030,291,1178,4,875086354
1031,125,382,1,892836623
1032,70,399,4,884068521
1033,311,9,4,884963365
1034,301,523,4,882076146
1035,152,685,5,880149074
1036,244,172,4,880605665
1037,275,1091,2,875154535
1038,53,281,4,879443288
1039,198,118,2,884206513
1040,244,790,4,880608037
1041,26,125,4,891371676
1042,151,13,3,879542688
1043,124,496,1,890286933
1044,24,191,5,875323003
1045,271,65,3,885849419
1046,307,634,3,879283385
1047,294,1245,3,877819265
1048,234,241,2,892335042
1049,25,501,3,885852301
1050,293,137,3,888904653
1051,201,432,3,884111312
1052,75,240,1,884050661
1053,13,181,5,882140354
1054,207,68,2,877125350
1055,2,50,5,888552084
1056,313,566,4,891016220
1057,144,125,4,888104191
1058,188,443,4,875074329
1059,276,324,4,874786419
1060,145,974,1,882182634
1061,72,234,4,880037418
1062,83,385,4,887665549
1063,181,619,3,878963086
1064,109,402,4,880581344
1065,207,107,3,876198301
1066,185,216,4,883526268
1067,14,213,5,890881557
1068,149,319,2,883512658
1069,57,79,5,883698495
1070,230,963,5,880484370
1071,176,875,4,886047442
1072,253,97,4,891628501
1073,284,269,4,885328991
1074,106,526,4,881452685
1075,121,180,3,891388286
1076,62,86,2,879374640
1077,291,418,4,875086920
1078,84,1033,4,883452711
1079,293,380,2,888907527
1080,207,58,3,875991047
1081,194,187,4,879520813
1082,109,97,3,880578711
1083,283,845,4,879297442
1084,297,275,5,874954260
1085,181,334,1,878961749
1086,78,255,4,879633745
1087,11,425,4,891904300
1088,308,59,4,887737647
1089,193,1078,4,889126943
1090,297,234,3,875239018
1091,87,585,4,879877008
1092,250,204,2,878091682
1093,8,50,5,879362124
1094,186,148,4,891719774
1095,312,692,4,891699426
1096,91,683,3,891438351
1097,5,454,1,875721432
1098,291,376,3,875086534
1099,175,127,5,877107640
1100,145,737,2,875272833
1101,7,644,5,891351685
1102,276,419,5,874792907
1103,83,210,5,880307751
1104,102,524,3,888803537
1105,153,174,1,881371140
1106,62,302,3,879371909
1107,49,995,3,888065577
1108,268,298,3,875742647
1109,207,554,2,877822854
1110,313,616,5,891015049
1111,286,44,3,877532173
1112,279,168,5,875296435
1113,276,474,5,889174904
1114,62,59,4,879373821
1115,254,219,1,886475980
1116,83,97,4,880308690
1117,63,100,5,875747319
1118,16,178,5,877719333
1119,297,233,2,875239914
1120,90,945,5,891383866
1121,85,25,2,879452769
1122,42,98,4,881106711
1123,303,393,4,879484981
1124,274,50,5,878944679
1125,104,299,3,888442436
1126,94,792,4,885873006
1127,184,98,4,889908539
1128,293,708,3,888907527
1129,248,589,4,884534968
1130,18,950,3,880130764
1131,217,27,1,889070011
1132,200,892,4,884127082
1133,201,148,1,884140751
1134,296,222,5,884196640
1135,7,662,3,892133739
1136,196,381,4,881251728
1137,69,427,3,882145465
1138,72,196,4,880036747
1139,256,472,4,882152471
1140,128,182,4,879967225
1141,151,747,3,879524564
1142,7,171,3,891351287
1143,286,85,5,877533224
1144,172,220,4,875537441
